year, GTAP9_code, GTAP_name, clum7, clum7_name, coicop_expenditure, crop_land, grazing_land, forest_land, fishing_ground, built_up_land, carbon, total, flag,,ZScore_Index,MaxMin_Index,NAPercent,,,GTAP_Region,year,ZScore_Index,MaxMin_Index,NAPercent,CLUM_category
2007,135,Rest of Eastern Africa,3,Personal Transportation,4.19E-06,0.002499168,0.000634856,0.023279273,0.000938066,0.002642399,0.021450727,0.051444488,INCOME_GRP,2007Rest of Eastern AfricaPersonal Transportation,#N/A,#N/A,#N/A,2011ThailandFood,1780,Thailand,2011,0.192800691,0.203115828,0,Food
2007,135,Rest of Eastern Africa,4,Goods,2.08E-06,0.013817085,0.001762253,0.023751375,0.002874033,0.003029114,0.017101312,0.062335172,INCOME_GRP,2007Rest of Eastern AfricaGoods,#N/A,#N/A,#N/A,2011ThailandGoods,1778,Thailand,2011,NA,0.02,0,Goods
2007,135,Rest of Eastern Africa,5,Services,1.26E-05,0.002470784,0.001377318,0.012395186,0.000636847,0.002768429,0.00991458,0.029563143,INCOME_GRP,2007Rest of Eastern AfricaServices,#N/A,#N/A,#N/A,2011ThailandGovernment,1782,Thailand,2011,0.817736344,0.379788114,0,Government
2007,135,Rest of Eastern Africa,GFCF,Gross Fixed Capital Formation,0.000527942,0.005384568,0.006463881,0.271100081,0.00211789,0.007477252,0.038847516,0.331391189,COUNTRY,2007Rest of Eastern AfricaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011ThailandHousing,1777,Thailand,2011,NA,NA,100,Housing
2007,135,Rest of Eastern Africa,Govt,Government,0.000392308,0.004264761,0.000785986,0.014170426,0.001448459,0.003389868,0.009818786,0.033878287,COUNTRY,2007Rest of Eastern AfricaGovernment,#N/A,#N/A,#N/A,2011ThailandServices,1779,Thailand,2011,0.051168316,0.32310091,37.5,Services
2007,136,Botswana,1,Food,4.11E-06,0.199907143,0.775668915,0.036597703,0.025421481,0.005504647,0.159647698,1.202747589,INCOME_GRP,2007BotswanaFood,-0.587340051,0.190203606,20,2011ThailandPersonal Transportation,1781,Thailand,2011,0.338504047,0.461462204,0,Personal Transportation
2007,136,Botswana,2,Housing,7.04E-06,0.004235537,0.002543242,0.166589702,0.000430571,0.002413371,0.228563083,0.404775506,INCOME_GRP,2007BotswanaHousing,NA,NA,100,2011TogoFood,1800,Togo,2011,0.224980958,0.204604493,0,Food
2007,136,Botswana,3,Personal Transportation,4.82E-06,0.004150396,0.002323371,0.009657692,0.000493306,0.002560945,0.250777858,0.269963568,INCOME_GRP,2007BotswanaPersonal Transportation,0.108488061,0.443063267,0,2011TogoGoods,1796,Togo,2011,NA,0.000448875,0,Goods
2007,136,Botswana,4,Goods,2.52E-06,0.061504144,0.005533405,0.020666737,0.004052149,0.002221059,0.074558888,0.168536381,INCOME_GRP,2007BotswanaGoods,NA,NA,100,2011TogoGovernment,1798,Togo,2011,-0.365460097,0.121799469,9.090909091,Government
2007,136,Botswana,5,Services,1.81E-05,0.005788388,0.006108402,0.008384887,0.000498878,0.002869217,0.078582727,0.102232498,INCOME_GRP,2007BotswanaServices,-0.137182361,0.452105754,0,2011TogoHousing,1795,Togo,2011,NA,NA,100,Housing
2007,136,Botswana,GFCF,Gross Fixed Capital Formation,0.001680203,0.021239607,0.014239368,0.082452625,0.002581498,0.013577349,0.429802172,0.563892619,COUNTRY,2007BotswanaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011TogoServices,1797,Togo,2011,-0.690864252,0.192290343,25,Services
2007,136,Botswana,Govt,Government,0.001056786,0.0221767,0.012174264,0.020036959,0.001087701,0.005828787,0.191758116,0.253062529,COUNTRY,2007BotswanaGovernment,0.280596511,0.309608997,9.090909091,2011TogoPersonal Transportation,1799,Togo,2011,-0.15087047,0.00029866,33.33333333,Personal Transportation
2007,137,Namibia,1,Food,4.06E-06,0.119254024,0.248255791,0.00829774,0.608656851,0.002795728,0.089468921,1.076729056,INCOME_GRP,2007NamibiaFood,-0.475850181,0.144224725,0,2011Trinidad and TobagoFood,1815,Trinidad and Tobago,2011,-0.410808883,0.150192117,0,Food
2007,137,Namibia,2,Housing,1.40E-05,0.002357256,0.001168524,0.11798883,0.002243286,0.001197864,0.033988816,0.158944577,INCOME_GRP,2007NamibiaHousing,NA,NA,100,2011Trinidad and TobagoGoods,1814,Trinidad and Tobago,2011,NA,0.05,0,Goods
2007,137,Namibia,3,Personal Transportation,3.23E-06,0.003250562,0.001403137,0.006011037,0.003161916,0.001551205,0.101645575,0.117023433,INCOME_GRP,2007NamibiaPersonal Transportation,0.222452993,0.452672762,0,2011Trinidad and TobagoGovernment,1818,Trinidad and Tobago,2011,0.244751015,0.242911473,27.27272727,Government
2007,137,Namibia,4,Goods,1.84E-06,0.021612691,0.007019176,0.014978978,0.127261245,0.001922394,0.060471191,0.233265675,INCOME_GRP,2007NamibiaGoods,NA,0.000427151,0,2011Trinidad and TobagoHousing,1813,Trinidad and Tobago,2011,NA,NA,100,Housing
2007,137,Namibia,5,Services,5.35E-06,0.005236566,0.004525194,0.004832107,0.013349803,0.001479662,0.04395994,0.073383272,INCOME_GRP,2007NamibiaServices,-0.530311596,0.417506364,12.5,2011Trinidad and TobagoServices,1817,Trinidad and Tobago,2011,-0.086640188,0.312459504,50,Services
2007,137,Namibia,GFCF,Gross Fixed Capital Formation,0.000968471,0.009502539,0.006396501,0.034637574,0.01374465,0.004559425,0.145494507,0.214335196,COUNTRY,2007NamibiaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011Trinidad and TobagoPersonal Transportation,1816,Trinidad and Tobago,2011,-0.141894928,0.000941909,33.33333333,Personal Transportation
2007,137,Namibia,Govt,Government,0.000994158,0.004386411,0.001360721,0.003280009,0.013241052,0.002323573,0.063553994,0.088145761,COUNTRY,2007NamibiaGovernment,0.057150097,0.248912434,18.18181818,2011TunisiaFood,1836,Tunisia,2011,0.780162674,0.240886709,0,Food
2007,138,South Africa,1,Food,0.006999401,0.31999949,0.252297682,0.02665581,0.055279771,0.007550939,0.278600029,0.940383722,COUNTRY,2007South AfricaFood,-0.013486171,0.183573219,0,2011TunisiaGoods,1831,Tunisia,2011,NA,0.023344594,0,Goods
2007,138,South Africa,2,Housing,0.003932055,0.005201167,0.00222763,0.153202971,0.001158324,0.004448071,0.672166847,0.83840501,COUNTRY,2007South AfricaHousing,NA,NA,100,2011TunisiaGovernment,1834,Tunisia,2011,0.197776388,0.294132716,9.090909091,Government
2007,138,South Africa,3,Personal Transportation,0.004567713,0.007031586,0.003402271,0.030146683,0.00138837,0.005795434,0.460577554,0.508341898,COUNTRY,2007South AfricaPersonal Transportation,0.143287197,0.445597246,0,2011TunisiaHousing,1835,Tunisia,2011,0.275676231,0.702425739,0,Housing
2007,138,South Africa,4,Goods,0.005577964,0.046584263,0.017742279,0.075113184,0.004073785,0.007413249,0.252818638,0.403745398,COUNTRY,2007South AfricaGoods,NA,0.002338489,0,2011TunisiaServices,1833,Tunisia,2011,0.169064868,0.450614806,25,Services
2007,138,South Africa,5,Services,0.007232637,0.009722194,0.009248953,0.026941408,0.002363424,0.005615659,0.195425308,0.249316947,COUNTRY,2007South AfricaServices,-1.076827117,0.138904854,25,2011TunisiaPersonal Transportation,1832,Tunisia,2011,0.162328816,0.447513071,0,Personal Transportation
2007,138,South Africa,GFCF,Gross Fixed Capital Formation,0.00108025,0.014739294,0.007068202,0.058041475,0.002837374,0.012631561,0.413220557,0.508538463,COUNTRY,2007South AfricaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011TurkeyFood,1854,Turkey,2011,3.368575182,0.438798762,0,Food
2007,138,South Africa,Govt,Government,0.001078675,0.008277182,0.00452925,0.028074271,0.001722178,0.006769433,0.192527011,0.241899324,COUNTRY,2007South AfricaGovernment,0.401377245,0.342413077,0,2011TurkeyGoods,1849,Turkey,2011,NA,0.007692308,0,Goods
2007,139,Rest of South African Customs Union,1,Food,1.40E-06,0.117962027,0.5301785,0.002299705,0.003502849,0.005489965,0.055252612,0.714685658,INCOME_GRP,2007Rest of South African Customs UnionFood,#N/A,#N/A,#N/A,2011TurkeyGovernment,1852,Turkey,2011,-0.007890245,0.257730364,9.090909091,Government
2007,139,Rest of South African Customs Union,2,Housing,2.75E-06,0.000472326,0.000935775,0.327611798,6.41E-05,0.001230871,0.071160701,0.401475596,INCOME_GRP,2007Rest of South African Customs UnionHousing,#N/A,#N/A,#N/A,2011TurkeyHousing,1850,Turkey,2011,-0.818741892,0.381023306,0,Housing
2007,139,Rest of South African Customs Union,3,Personal Transportation,8.23E-07,0.000948251,0.001289479,0.001200779,0.000118543,0.000957568,0.081630923,0.086145542,INCOME_GRP,2007Rest of South African Customs UnionPersonal Transportation,#N/A,#N/A,#N/A,2011TurkeyServices,1853,Turkey,2011,0.183746755,0.538311326,12.5,Services
2007,139,Rest of South African Customs Union,4,Goods,6.80E-07,0.01371018,0.00751299,0.003507387,0.002968351,0.003673893,0.050644044,0.082016846,INCOME_GRP,2007Rest of South African Customs UnionGoods,#N/A,#N/A,#N/A,2011TurkeyPersonal Transportation,1851,Turkey,2011,-0.021605365,0.430391486,0,Personal Transportation
2007,139,Rest of South African Customs Union,5,Services,1.53E-06,0.002570137,0.009307431,0.00143089,0.00030933,0.002395218,0.033345572,0.049358578,INCOME_GRP,2007Rest of South African Customs UnionServices,#N/A,#N/A,#N/A,2011UgandaFood,1870,Uganda,2011,-0.25935678,0.16431667,0,Food
2007,139,Rest of South African Customs Union,GFCF,Gross Fixed Capital Formation,0.000139756,0.002449326,0.007987041,0.003019749,0.000332979,0.002582278,0.043045136,0.059416508,COUNTRY,2007Rest of South African Customs UnionGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011UgandaGoods,1868,Uganda,2011,NA,0.000331126,0,Goods
2007,139,Rest of South African Customs Union,Govt,Government,0.00019866,0.003408323,0.015861185,0.001164838,0.000390849,0.003308711,0.049190352,0.073324258,COUNTRY,2007Rest of South African Customs UnionGovernment,#N/A,#N/A,#N/A,2011UgandaGovernment,1871,Uganda,2011,-0.189008522,0.154518811,9.090909091,Government
2007,140,Rest of the World,1,Food,1.24E-08,2.356215395,0.691139691,0.132935958,0.388622993,0.098684182,0.852033176,4.519631395,INCOME_GRP,2007Rest of the WorldFood,#N/A,#N/A,#N/A,2011UgandaHousing,1867,Uganda,2011,NA,NA,100,Housing
2007,140,Rest of the World,2,Housing,2.12E-08,0.044280971,0.008953036,0.32946686,0.008484371,0.100654643,2.244006307,2.735846188,INCOME_GRP,2007Rest of the WorldHousing,#N/A,#N/A,#N/A,2011UgandaServices,1869,Uganda,2011,-0.808816661,0.384577508,12.5,Services
2007,140,Rest of the World,3,Personal Transportation,1.17E-08,0.107420856,0.021608812,0.104725265,0.021325735,0.061345632,1.402518642,1.718944942,INCOME_GRP,2007Rest of the WorldPersonal Transportation,#N/A,#N/A,#N/A,2011UgandaPersonal Transportation,1872,Uganda,2011,-0.154328842,5.08E-05,33.33333333,Personal Transportation
2007,140,Rest of the World,4,Goods,7.67E-09,0.321555605,0.043300456,0.173427056,0.030604347,0.073526757,0.541813753,1.184227973,INCOME_GRP,2007Rest of the WorldGoods,#N/A,#N/A,#N/A,2011UkraineFood,1889,Ukraine,2011,0.465435486,0.274442199,20,Food
2007,140,Rest of the World,5,Services,2.13E-08,0.070110087,0.022481035,0.111249331,0.013712151,0.094334204,0.500968966,0.812855773,INCOME_GRP,2007Rest of the WorldServices,#N/A,#N/A,#N/A,2011UkraineGoods,1886,Ukraine,2011,NA,0.270065896,0,Goods
2007,140,Rest of the World,GFCF,Gross Fixed Capital Formation,4.97E-07,0.321058401,0.015672307,0.305951889,0.011188945,0.077225832,0.50008414,1.231181514,COUNTRY,2007Rest of the WorldGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011UkraineGovernment,1887,Ukraine,2011,-0.029039471,0.277475363,0,Government
2007,140,Rest of the World,Govt,Government,3.40E-07,0.039526144,0.00773974,0.047820441,0.006996477,0.049745112,0.277078602,0.428906516,COUNTRY,2007Rest of the WorldGovernment,#N/A,#N/A,#N/A,2011UkraineHousing,1885,Ukraine,2011,NA,NA,100,Housing
2011,1,Australia,1,Food,0.004207721,0.695379241,0.333910322,0.070613683,0.06356374,0.013031237,0.386925019,1.563423242,COUNTRY,2011AustraliaFood,-0.10918802,0.22310357,20,2011UkraineServices,1890,Ukraine,2011,0.541228817,0.572174652,0,Services
2011,1,Australia,2,Housing,0.008529062,0.082826643,0.023021959,0.063346319,0.002626542,0.015322316,1.147963796,1.335107576,COUNTRY,2011AustraliaHousing,0.302407417,0.710276,0,2011UkrainePersonal Transportation,1888,Ukraine,2011,0.042300778,0.43731158,0,Personal Transportation
2011,1,Australia,3,Personal Transportation,0.003973806,0.131975858,0.052330845,0.066548291,0.006947687,0.018550576,1.23019635,1.506549609,COUNTRY,2011AustraliaPersonal Transportation,0.162188558,0.022734611,33.33333333,2011United Arab EmiratesFood,1908,United Arab Emirates,2011,1.198720142,0.305417077,0,Food
2011,1,Australia,4,Goods,0.00766678,0.539228277,0.100640257,0.08247955,0.010896417,0.019886272,0.511223483,1.264354256,COUNTRY,2011AustraliaGoods,NA,Inf,0,2011United Arab EmiratesGoods,1903,United Arab Emirates,2011,NA,Inf,0,Goods
2011,1,Australia,5,Services,0.015800561,0.222555234,0.04130353,0.048161031,0.005279255,0.020223763,0.391543456,0.729066268,COUNTRY,2011AustraliaServices,0.407030198,0.566129012,37.5,2011United Arab EmiratesGovernment,1906,United Arab Emirates,2011,0.389736212,0.406409584,54.54545455,Government
2011,1,Australia,GFCF,Gross Fixed Capital Formation,0.01516168,0.641435363,0.111854528,0.404661408,0.012891616,0.05935989,1.406396335,2.636599141,COUNTRY,2011AustraliaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011United Arab EmiratesHousing,1907,United Arab Emirates,2011,1.057492817,0.932025146,0,Housing
2011,1,Australia,Govt,Government,0.010957137,0.354984353,0.059044773,0.113111539,0.023164325,0.024210165,0.588719825,1.163234981,COUNTRY,2011AustraliaGovernment,0.369664528,0.311488295,18.18181818,2011United Arab EmiratesServices,1904,United Arab Emirates,2011,-0.033909231,0.486950127,0,Services
2011,2,New Zealand,1,Food,0.00452597,0.328100433,0.494500156,0.06417164,0.378983725,0.018036829,0.497013579,1.780806362,COUNTRY,2011New ZealandFood,0.905106338,0.310740651,20,2011United Arab EmiratesPersonal Transportation,1905,United Arab Emirates,2011,0.097014187,0.01806377,33.33333333,Personal Transportation
2011,2,New Zealand,2,Housing,0.007307085,0.028636613,0.02207888,0.144549745,0.025301487,0.017747422,0.446276116,0.684590263,COUNTRY,2011New ZealandHousing,0.465265321,0.758103175,0,2011United KingdomFood,1924,United Kingdom,2011,0.495859654,0.280954797,20,Food
2011,2,New Zealand,3,Personal Transportation,0.00360292,0.022241366,0.016180222,0.043401133,0.017839597,0.01221715,0.779370844,0.891250313,COUNTRY,2011New ZealandPersonal Transportation,0.330656162,0.461378883,0,2011United KingdomGoods,1921,United Kingdom,2011,NA,Inf,0,Goods
2011,2,New Zealand,4,Goods,0.006174522,0.086019155,0.052931473,0.098779362,0.038279553,0.017991574,0.397337055,0.691338172,COUNTRY,2011New ZealandGoods,NA,Inf,0,2011United KingdomGovernment,1922,United Kingdom,2011,0.373083481,0.383478239,9.090909091,Government
2011,2,New Zealand,5,Services,0.00596845,0.021566816,0.0294195,0.047163348,0.013976259,0.012159191,0.21235709,0.336642203,COUNTRY,2011New ZealandServices,0.74146261,0.592147614,25,2011United KingdomHousing,1926,United Kingdom,2011,1.206253829,0.975712427,0,Housing
2011,2,New Zealand,GFCF,Gross Fixed Capital Formation,0.006696155,0.048459329,0.032918173,0.280901024,0.028068903,0.033239193,0.740917783,1.164504405,COUNTRY,2011New ZealandGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011United KingdomServices,1925,United Kingdom,2011,0.657923036,0.565045741,12.5,Services
2011,2,New Zealand,Govt,Government,0.007186672,0.03225402,0.024420894,0.077003174,0.023628791,0.021224822,0.395940711,0.574472412,COUNTRY,2011New ZealandGovernment,0.382838052,0.391982822,18.18181818,2011United KingdomPersonal Transportation,1923,United Kingdom,2011,0.405349451,0.464567929,0,Personal Transportation
2011,3,Rest of Oceania,1,Food,9.32E-06,0.292806138,0.063625366,0.013966358,0.261902272,0.01279536,0.082973434,0.728068929,INCOME_GRP,2011Rest of OceaniaFood,#N/A,#N/A,#N/A,2011United States of AmericaFood,1941,United States of America,2011,0.492578633,0.280766954,20,Food
2011,3,Rest of Oceania,2,Housing,1.69E-05,0.006207249,0.001745317,0.01935591,0.005552973,0.010421807,0.113811374,0.15709463,INCOME_GRP,2011Rest of OceaniaHousing,#N/A,#N/A,#N/A,2011United States of AmericaGoods,1939,United States of America,2011,NA,Inf,0,Goods
2011,3,Rest of Oceania,3,Personal Transportation,1.05E-05,0.020153789,0.004976413,0.01834052,0.016550342,0.012060905,0.262818407,0.334900376,INCOME_GRP,2011Rest of OceaniaPersonal Transportation,#N/A,#N/A,#N/A,2011United States of AmericaGovernment,1940,United States of America,2011,0.352295014,0.37791177,9.090909091,Government
2011,3,Rest of Oceania,4,Goods,6.18E-06,0.041563599,0.005862359,0.015904114,0.021129512,0.009603644,0.061534735,0.155597961,INCOME_GRP,2011Rest of OceaniaGoods,#N/A,#N/A,#N/A,2011United States of AmericaHousing,1943,United States of America,2011,0.927015913,0.893707438,0,Housing
2011,3,Rest of Oceania,5,Services,1.99E-05,0.009889612,0.003196204,0.011976031,0.009464705,0.012068092,0.054910066,0.10150471,INCOME_GRP,2011Rest of OceaniaServices,#N/A,#N/A,#N/A,2011United States of AmericaServices,1942,United States of America,2011,0.836299206,0.588693412,12.5,Services
2011,3,Rest of Oceania,GFCF,Gross Fixed Capital Formation,0.001302114,0.02375456,0.00777636,0.04843833,0.013371103,0.022250959,0.305514547,0.42110586,COUNTRY,2011Rest of OceaniaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011United States of AmericaPersonal Transportation,1944,United States of America,2011,1.966864142,0.576622216,0,Personal Transportation
2011,3,Rest of Oceania,Govt,Government,0.001144798,0.026660845,0.003579839,0.018448055,0.019409535,0.026580671,0.118740465,0.21341941,COUNTRY,2011Rest of OceaniaGovernment,#N/A,#N/A,#N/A,2011UruguayFood,1961,Uruguay,2011,0.465290637,0.225440174,0,Food
2011,4,China,1,Food,1.96E-06,0.294261137,0.030770723,0.013812861,0.062584974,0.011405231,0.167994134,0.58082906,INCOME_GRP,2011ChinaFood,0.501668768,0.231464072,0,2011UruguayGoods,1958,Uruguay,2011,NA,Inf,0,Goods
2011,4,China,2,Housing,8.43E-06,0.012482576,0.004645248,0.01336971,0.001846727,0.007285005,0.496777023,0.536406289,INCOME_GRP,2011ChinaHousing,-0.44390873,0.491102158,0,2011UruguayGovernment,1959,Uruguay,2011,-0.053706576,0.215046758,9.090909091,Government
2011,4,China,3,Personal Transportation,2.89E-06,0.012239338,0.004072188,0.006609439,0.001844514,0.004480592,0.211624425,0.240870497,INCOME_GRP,2011ChinaPersonal Transportation,0.807587103,0.492762451,0,2011UruguayHousing,1960,Uruguay,2011,0.028412161,0.629810646,0,Housing
2011,4,China,4,Goods,2.10E-06,0.041803413,0.011940797,0.009616125,0.003899103,0.006657952,0.119274444,0.193191834,INCOME_GRP,2011ChinaGoods,NA,0.004908234,0,2011UruguayServices,1962,Uruguay,2011,0.489419408,0.411928047,50,Services
2011,4,China,5,Services,9.88E-06,0.015101572,0.006547598,0.007481153,0.001531996,0.006249455,0.098974964,0.135886738,INCOME_GRP,2011ChinaServices,0.091683684,0.347163265,25,2011UruguayPersonal Transportation,1957,Uruguay,2011,NA,NA,100,Personal Transportation
2011,4,China,GFCF,Gross Fixed Capital Formation,0.002332388,0.115563148,0.028285689,0.094036013,0.01247741,0.058151219,1.288923575,1.597437054,COUNTRY,2011ChinaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011ZambiaFood,1980,Zambia,2011,0.9708551,0.270034875,0,Food
2011,4,China,Govt,Government,0.000722794,0.026179906,0.006663094,0.01579572,0.002672326,0.012223186,0.203979073,0.267513305,COUNTRY,2011ChinaGovernment,0.421224598,0.297813481,9.090909091,2011ZambiaGoods,1976,Zambia,2011,NA,0.000331247,0,Goods
2011,5,"Hong Kong, Special Administrative Region of China",1,Food,2.05E-05,0.410829055,0.111192549,0.03247196,0.422486343,0.015308481,0.37332075,1.365609136,INCOME_GRP,"2011Hong Kong, Special Administrative Region of ChinaFood",#N/A,#N/A,#N/A,2011ZambiaGovernment,1978,Zambia,2011,-0.297071554,0.097134024,27.27272727,Government
2011,5,"Hong Kong, Special Administrative Region of China",2,Housing,0.00016223,0.037955206,0.019137951,0.074382188,0.009628555,0.012529079,0.584691306,0.738324286,INCOME_GRP,"2011Hong Kong, Special Administrative Region of ChinaHousing",#N/A,#N/A,#N/A,2011ZambiaHousing,1975,Zambia,2011,NA,NA,100,Housing
2011,5,"Hong Kong, Special Administrative Region of China",3,Personal Transportation,7.56E-05,0.062640926,0.036208924,0.077692718,0.016698111,0.017829463,0.614021359,0.825091501,INCOME_GRP,"2011Hong Kong, Special Administrative Region of ChinaPersonal Transportation",#N/A,#N/A,#N/A,2011ZambiaServices,1977,Zambia,2011,-0.318539466,0.361270224,25,Services
2011,5,"Hong Kong, Special Administrative Region of China",4,Goods,2.64E-05,0.38594228,0.077724583,0.10888052,0.032328853,0.041721656,1.029401934,1.675999827,INCOME_GRP,"2011Hong Kong, Special Administrative Region of ChinaGoods",#N/A,#N/A,#N/A,2011ZambiaPersonal Transportation,1979,Zambia,2011,-0.153505583,0.00010981,33.33333333,Personal Transportation
2011,5,"Hong Kong, Special Administrative Region of China",5,Services,5.98E-05,0.037467962,0.013628294,0.028603439,0.006606824,0.016668395,0.360407443,0.463382357,INCOME_GRP,"2011Hong Kong, Special Administrative Region of ChinaServices",#N/A,#N/A,#N/A,2011ZimbabweFood,1996,Zimbabwe,2011,-0.582327459,0.135331783,0,Food
2011,5,"Hong Kong, Special Administrative Region of China",GFCF,Gross Fixed Capital Formation,0.008279756,0.079471052,0.031597214,0.085649157,0.01896662,0.034721733,1.010116992,1.260522768,COUNTRY,"2011Hong Kong, Special Administrative Region of ChinaGross Fixed Capital Formation",#N/A,#N/A,#N/A,2011ZimbabweGoods,1994,Zimbabwe,2011,NA,0.000397299,0,Goods
2011,5,"Hong Kong, Special Administrative Region of China",Govt,Government,0.003080575,0.029227691,0.017104659,0.014786595,0.00622131,0.008121101,0.241430578,0.316891935,COUNTRY,"2011Hong Kong, Special Administrative Region of ChinaGovernment",#N/A,#N/A,#N/A,2011ZimbabweGovernment,1997,Zimbabwe,2011,-0.379264798,0.101182251,27.27272727,Government
2011,6,Japan,1,Food,0.331863858,0.430386504,0.031258436,0.026610393,0.201781064,0.01182783,0.269620038,0.971484264,COUNTRY,2011JapanFood,0.155283728,0.250470439,20,2011ZimbabweHousing,1993,Zimbabwe,2011,NA,NA,100,Housing
2011,6,Japan,2,Housing,0.585805893,0.027090035,0.006726461,0.066211082,0.012388495,0.015205227,0.751753847,0.879375146,COUNTRY,2011JapanHousing,1.278499923,0.996929245,0,2011ZimbabweServices,1995,Zimbabwe,2011,-0.839936868,0.144400999,50,Services
2011,6,Japan,3,Personal Transportation,0.220640161,0.019164457,0.004715043,0.016266108,0.008532732,0.009468168,0.608112601,0.666259109,COUNTRY,2011JapanPersonal Transportation,0.361672197,0.46157651,0,2011ZimbabwePersonal Transportation,1998,Zimbabwe,2011,-0.153639196,0.000100234,33.33333333,Personal Transportation
2011,6,Japan,4,Goods,0.449467562,0.101413451,0.014578635,0.02806132,0.018591527,0.015439048,0.334591272,0.512675252,COUNTRY,2011JapanGoods,NA,Inf,0,,,,,,,,
2011,6,Japan,5,Services,0.600564823,0.030336184,0.008106486,0.020818057,0.00792222,0.012093935,0.258503351,0.337780232,COUNTRY,2011JapanServices,0.694245348,0.564777926,12.5,,,,,,,,
2011,6,Japan,GFCF,Gross Fixed Capital Formation,0.009243599,0.057192954,0.011123783,0.161096217,0.019022655,0.031578608,0.755879451,1.035893669,COUNTRY,2011JapanGross Fixed Capital Formation,#N/A,#N/A,#N/A,,,,,,,,
2011,6,Japan,Govt,Government,0.00936278,0.042315143,0.005646365,0.027354693,0.017096043,0.017394293,0.431686107,0.541492644,COUNTRY,2011JapanGovernment,0.176960321,0.328907791,9.090909091,,,,,,,,
2011,7,South Korea,1,Food,1.813906088,0.45142295,0.051072214,0.036932642,0.261307082,0.009064424,0.31349926,1.123298572,COUNTRY,2011South KoreaFood,#N/A,#N/A,#N/A,,,,,,,,
2011,7,South Korea,2,Housing,2.366342633,0.024743379,0.004623217,0.041138182,0.0136468,0.0078527,0.819838578,0.911842855,COUNTRY,2011South KoreaHousing,#N/A,#N/A,#N/A,,,,,,,,
2011,7,South Korea,3,Personal Transportation,1.593706907,0.031270741,0.0059312,0.020940061,0.016853695,0.008987602,0.718028665,0.802011964,COUNTRY,2011South KoreaPersonal Transportation,#N/A,#N/A,#N/A,,,,,,,,
2011,7,South Korea,4,Goods,2.866948492,0.100845959,0.018523605,0.038070587,0.037198966,0.014258571,0.434777729,0.643675416,COUNTRY,2011South KoreaGoods,#N/A,#N/A,#N/A,,,,,,,,
2011,7,South Korea,5,Services,4.458371411,0.035912236,0.009052237,0.020784205,0.011332799,0.010457771,0.355006171,0.442545419,COUNTRY,2011South KoreaServices,#N/A,#N/A,#N/A,,,,,,,,
2011,7,South Korea,GFCF,Gross Fixed Capital Formation,0.006864849,0.083650672,0.015658947,0.153051936,0.029403508,0.03811392,1.329106156,1.648985138,COUNTRY,2011South KoreaGross Fixed Capital Formation,#N/A,#N/A,#N/A,,,,,,,,
2011,7,South Korea,Govt,Government,0.003504275,0.030639695,0.003813237,0.017968313,0.012056738,0.008966273,0.368800789,0.442245044,COUNTRY,2011South KoreaGovernment,#N/A,#N/A,#N/A,,,,,,,,
2011,8,Mongolia,1,Food,2.53E-06,0.20410658,1.663638246,0.009263062,0.005717653,0.004464044,0.130314355,2.017503941,INCOME_GRP,2011MongoliaFood,-0.055309592,0.181127426,0,,,,,,,,
2011,8,Mongolia,2,Housing,5.79E-06,0.004616508,0.001355523,0.013640855,0.000375112,0.005114796,0.890179157,0.91528195,INCOME_GRP,2011MongoliaHousing,NA,NA,100,,,,,,,,
2011,8,Mongolia,3,Personal Transportation,2.81E-06,0.004360423,0.001410731,0.010658473,0.00034714,0.002675481,0.211755331,0.23120758,INCOME_GRP,2011MongoliaPersonal Transportation,-0.152551231,0.000178205,33.33333333,,,,,,,,
2011,8,Mongolia,4,Goods,1.31E-06,0.053751824,0.006093889,0.007523829,0.001110346,0.005674782,0.138788816,0.212943486,INCOME_GRP,2011MongoliaGoods,NA,0.003458463,0,,,,,,,,
2011,8,Mongolia,5,Services,1.99E-06,0.002926897,0.000973666,0.002713078,0.000169002,0.001705704,0.053716555,0.062204903,INCOME_GRP,2011MongoliaServices,-0.262083588,0.361486572,12.5,,,,,,,,
2011,8,Mongolia,GFCF,Gross Fixed Capital Formation,0.001395591,0.048565173,1.545814951,0.074473298,0.002920506,0.021014794,0.647714267,2.34050299,COUNTRY,2011MongoliaGross Fixed Capital Formation,#N/A,#N/A,#N/A,,,,,,,,
2011,8,Mongolia,Govt,Government,0.000393713,0.012404741,0.002112879,0.010793577,0.000503034,0.007468099,0.259196542,0.292478873,COUNTRY,2011MongoliaGovernment,-0.236458432,0.150852945,9.090909091,,,,,,,,
2011,9,"Taiwan, Republic of China",1,Food,6.44E-06,0.521553942,0.057822217,0.01894668,0.710756303,0.008354483,0.320232004,1.637665629,INCOME_GRP,"2011Taiwan, Republic of ChinaFood",#N/A,#N/A,#N/A,,,,,,,,
